Continent,Var1,Var2,Correlation
Asia,beer_servings,beer_servings,1
Asia,spirit_servings,beer_servings,0.570249058
Asia,wine_servings,beer_servings,0.207246631
Asia,total_litres_of_pure_alcohol,beer_servings,0.865683344
Asia,Happiness.Score,beer_servings,0.106824896
Asia,alcconsumption,spirit_servings,0.446232532
Asia,incomeperperson,spirit_servings,0.090132884
Asia,suicideper100th,spirit_servings,0.215454959
Asia,employrate,spirit_servings,0.1884817
Asia,urbanrate,spirit_servings,-0.019136382
Asia,beer_servings,spirit_servings,0.570249058
Asia,spirit_servings,spirit_servings,1
Asia,wine_servings,spirit_servings,0.005720492
Asia,total_litres_of_pure_alcohol,spirit_servings,0.697173052
Asia,Happiness.Score,spirit_servings,0.110917161
Asia,alcconsumption,wine_servings,0.280304279
Asia,incomeperperson,wine_servings,0.005924489
Asia,suicideper100th,wine_servings,0.326048289
Asia,employrate,wine_servings,0.215838288
Asia,urbanrate,wine_servings,-0.01967651
Asia,beer_servings,wine_servings,0.207246631
Asia,spirit_servings,wine_servings,0.005720492
Asia,wine_servings,wine_servings,1
Asia,total_litres_of_pure_alcohol,wine_servings,0.39017349
Asia,Happiness.Score,wine_servings,-0.018164448
Asia,alcconsumption,total_litres_of_pure_alcohol,0.882935003
Asia,incomeperperson,total_litres_of_pure_alcohol,0.205851064
Asia,suicideper100th,total_litres_of_pure_alcohol,0.464994094
Asia,employrate,total_litres_of_pure_alcohol,0.257736873
Asia,urbanrate,total_litres_of_pure_alcohol,0.069171329
Asia,beer_servings,total_litres_of_pure_alcohol,0.865683344
Asia,spirit_servings,total_litres_of_pure_alcohol,0.697173052
Asia,wine_servings,total_litres_of_pure_alcohol,0.39017349
Asia,total_litres_of_pure_alcohol,total_litres_of_pure_alcohol,1
Asia,Happiness.Score,total_litres_of_pure_alcohol,0.12340632
Asia,alcconsumption,Happiness.Score,0.053495426
Asia,incomeperperson,Happiness.Score,0.516929672
Asia,suicideper100th,Happiness.Score,0.093642029
Asia,employrate,Happiness.Score,0.147699217
Asia,urbanrate,Happiness.Score,0.332541019
Asia,beer_servings,Happiness.Score,0.106824896
Asia,spirit_servings,Happiness.Score,0.110917161
Asia,wine_servings,Happiness.Score,-0.018164448
Asia,total_litres_of_pure_alcohol,Happiness.Score,0.12340632
Asia,Happiness.Score,Happiness.Score,1
Europe,alcconsumption,alcconsumption,1
Europe,incomeperperson,alcconsumption,-0.212119747
Europe,suicideper100th,alcconsumption,0.614897135
Europe,employrate,alcconsumption,-0.100340562
Europe,urbanrate,alcconsumption,-0.227376858
Europe,beer_servings,alcconsumption,0.321611509
Europe,spirit_servings,alcconsumption,0.474614503
Europe,wine_servings,alcconsumption,-0.093724059
Europe,total_litres_of_pure_alcohol,alcconsumption,0.421154988
Europe,Happiness.Score,alcconsumption,-0.177030526
Europe,alcconsumption,incomeperperson,-0.212119747
Europe,incomeperperson,incomeperperson,1
Europe,suicideper100th,incomeperperson,-0.13104476
Europe,employrate,incomeperperson,0.350380666
Europe,urbanrate,incomeperperson,0.637376635
Europe,beer_servings,incomeperperson,-0.136503792
Europe,spirit_servings,incomeperperson,-0.505785302
Europe,wine_servings,incomeperperson,0.137102872
Europe,total_litres_of_pure_alcohol,incomeperperson,-0.24965064
Europe,Happiness.Score,incomeperperson,0.5642633
Europe,alcconsumption,suicideper100th,0.614897135
Europe,incomeperperson,suicideper100th,-0.13104476
Europe,suicideper100th,suicideper100th,1
Europe,employrate,suicideper100th,0.028624664
Europe,urbanrate,suicideper100th,-0.04847203
Europe,beer_servings,suicideper100th,0.411494519
Europe,spirit_servings,suicideper100th,0.538429513
Europe,wine_servings,suicideper100th,-0.119453539
Europe,total_litres_of_pure_alcohol,suicideper100th,0.492732278
Europe,Happiness.Score,suicideper100th,0.054445252
Europe,alcconsumption,employrate,-0.100340562
Europe,incomeperperson,employrate,0.350380666
Europe,suicideper100th,employrate,0.028624664
Europe,employrate,employrate,1
Europe,urbanrate,employrate,0.273986335
Europe,beer_servings,employrate,0.15642999
Europe,spirit_servings,employrate,-0.241644402
Europe,wine_servings,employrate,0.104742568
Europe,total_litres_of_pure_alcohol,employrate,0.039210994
Europe,Happiness.Score,employrate,0.556289536
Europe,alcconsumption,urbanrate,-0.227376858
Europe,incomeperperson,urbanrate,0.637376635
Europe,suicideper100th,urbanrate,-0.04847203
Europe,employrate,urbanrate,0.273986335
Europe,urbanrate,urbanrate,1
Europe,beer_servings,urbanrate,0.008303451
Europe,spirit_servings,urbanrate,-0.215157465
Europe,wine_servings,urbanrate,0.09095623
Europe,total_litres_of_pure_alcohol,urbanrate,-0.044567403
Europe,Happiness.Score,urbanrate,0.551367869
Europe,alcconsumption,beer_servings,0.321611509
Europe,incomeperperson,beer_servings,-0.136503792
Europe,suicideper100th,beer_servings,0.411494519
Europe,employrate,beer_servings,0.15642999
Europe,urbanrate,beer_servings,0.008303451
Europe,beer_servings,beer_servings,1
Europe,spirit_servings,beer_servings,0.281504776
Europe,wine_servings,beer_servings,0.286816305
Europe,total_litres_of_pure_alcohol,beer_servings,0.807608126
Europe,Happiness.Score,beer_servings,0.365820717
Europe,alcconsumption,spirit_servings,0.474614503
Europe,incomeperperson,spirit_servings,-0.505785302
Europe,suicideper100th,spirit_servings,0.538429513
Europe,employrate,spirit_servings,-0.241644402
Europe,urbanrate,spirit_servings,-0.215157465
Europe,beer_servings,spirit_servings,0.281504776
Europe,spirit_servings,spirit_servings,1
Europe,wine_servings,spirit_servings,-0.290546027
Europe,total_litres_of_pure_alcohol,spirit_servings,0.544740953
Europe,Happiness.Score,spirit_servings,-0.279482265
Europe,alcconsumption,wine_servings,-0.093724059
Europe,incomeperperson,wine_servings,0.137102872
Europe,suicideper100th,wine_servings,-0.119453539
Europe,employrate,wine_servings,0.104742568
Europe,urbanrate,wine_servings,0.09095623
Europe,beer_servings,wine_servings,0.286816305
Europe,spirit_servings,wine_servings,-0.290546027
Europe,wine_servings,wine_servings,1
Europe,total_litres_of_pure_alcohol,wine_servings,0.499769241
Europe,Happiness.Score,wine_servings,0.332902244
Europe,alcconsumption,total_litres_of_pure_alcohol,0.421154988
Europe,incomeperperson,total_litres_of_pure_alcohol,-0.24965064
Europe,suicideper100th,total_litres_of_pure_alcohol,0.492732278
Europe,employrate,total_litres_of_pure_alcohol,0.039210994
Europe,urbanrate,total_litres_of_pure_alcohol,-0.044567403
Europe,beer_servings,total_litres_of_pure_alcohol,0.807608126
Europe,spirit_servings,total_litres_of_pure_alcohol,0.544740953
Europe,wine_servings,total_litres_of_pure_alcohol,0.499769241
Europe,total_litres_of_pure_alcohol,total_litres_of_pure_alcohol,1
Europe,Happiness.Score,total_litres_of_pure_alcohol,0.249560555
Europe,alcconsumption,Happiness.Score,-0.177030526
Europe,incomeperperson,Happiness.Score,0.5642633
Europe,suicideper100th,Happiness.Score,0.054445252
Europe,employrate,Happiness.Score,0.556289536
Europe,urbanrate,Happiness.Score,0.551367869
Europe,beer_servings,Happiness.Score,0.365820717
Europe,spirit_servings,Happiness.Score,-0.279482265
Europe,wine_servings,Happiness.Score,0.332902244
Europe,total_litres_of_pure_alcohol,Happiness.Score,0.249560555
Europe,Happiness.Score,Happiness.Score,1
North America,alcconsumption,alcconsumption,1
North America,incomeperperson,alcconsumption,0.497368385
North America,suicideper100th,alcconsumption,-0.140536305
North America,employrate,alcconsumption,0.362985555
North America,urbanrate,alcconsumption,-0.051697559
North America,beer_servings,alcconsumption,0.461005058
North America,spirit_servings,alcconsumption,0.497431929
North America,wine_servings,alcconsumption,0.746554415
North America,total_litres_of_pure_alcohol,alcconsumption,0.784782412
North America,Happiness.Score,alcconsumption,0.440728731
North America,alcconsumption,incomeperperson,0.497368385
North America,incomeperperson,incomeperperson,1
North America,suicideper100th,incomeperperson,0.189353797
North America,employrate,incomeperperson,0.556852018
North America,urbanrate,incomeperperson,0.353142545
North America,beer_servings,incomeperperson,0.453979291
North America,spirit_servings,incomeperperson,-0.033229356
North America,wine_servings,incomeperperson,0.82468393
North America,total_litres_of_pure_alcohol,incomeperperson,0.412120278
North America,Happiness.Score,incomeperperson,0.607640748
North America,alcconsumption,suicideper100th,-0.140536305
North America,incomeperperson,suicideper100th,0.189353797
North America,suicideper100th,suicideper100th,1
North America,employrate,suicideper100th,-0.10607449
North America,urbanrate,suicideper100th,-0.001726967
North America,beer_servings,suicideper100th,0.312383358
North America,spirit_servings,suicideper100th,-0.17494343
North America,wine_servings,suicideper100th,0.071167015
North America,total_litres_of_pure_alcohol,suicideper100th,0.070027299
North America,Happiness.Score,suicideper100th,0.321889933
North America,alcconsumption,employrate,0.362985555
North America,incomeperperson,employrate,0.556852018
North America,suicideper100th,employrate,-0.10607449
North America,employrate,employrate,1
North America,urbanrate,employrate,0.004939724
North America,beer_servings,employrate,0.127635436
North America,spirit_servings,employrate,0.015658325
North America,wine_servings,employrate,0.546633816
North America,total_litres_of_pure_alcohol,employrate,0.203446146
North America,Happiness.Score,employrate,0.521737147
North America,alcconsumption,urbanrate,-0.051697559
North America,incomeperperson,urbanrate,0.353142545
North America,suicideper100th,urbanrate,-0.001726967
North America,employrate,urbanrate,0.004939724
North America,urbanrate,urbanrate,1
North America,beer_servings,urbanrate,0.125508519
North America,spirit_servings,urbanrate,-0.356228216
North America,wine_servings,urbanrate,0.166527306
North America,total_litres_of_pure_alcohol,urbanrate,-0.14736952
North America,Happiness.Score,urbanrate,0.327763102
North America,alcconsumption,beer_servings,0.461005058
North America,incomeperperson,beer_servings,0.453979291
North America,suicideper100th,beer_servings,0.312383358
North America,employrate,beer_servings,0.127635436
North America,urbanrate,beer_servings,0.125508519
North America,beer_servings,beer_servings,1
North America,spirit_servings,beer_servings,-0.073410899
North America,wine_servings,beer_servings,0.409037697
North America,total_litres_of_pure_alcohol,beer_servings,0.612514367
North America,Happiness.Score,beer_servings,0.615340087
North America,alcconsumption,spirit_servings,0.497431929
North America,incomeperperson,spirit_servings,-0.033229356
North America,suicideper100th,spirit_servings,-0.17494343
North America,employrate,spirit_servings,0.015658325
North America,urbanrate,spirit_servings,-0.356228216
North America,beer_servings,spirit_servings,-0.073410899
North America,spirit_servings,spirit_servings,1
North America,wine_servings,spirit_servings,0.219815253
North America,total_litres_of_pure_alcohol,spirit_servings,0.720399874
North America,Happiness.Score,spirit_servings,-0.286084912
North America,alcconsumption,wine_servings,0.746554415
North America,incomeperperson,wine_servings,0.82468393
North America,suicideper100th,wine_servings,0.071167015
North America,employrate,wine_servings,0.546633816
North America,urbanrate,wine_servings,0.166527306
North America,beer_servings,wine_servings,0.409037697
North America,spirit_servings,wine_servings,0.219815253
North America,wine_servings,wine_servings,1
North America,total_litres_of_pure_alcohol,wine_servings,0.608532233
North America,Happiness.Score,wine_servings,0.543250804
North America,alcconsumption,total_litres_of_pure_alcohol,0.784782412
North America,incomeperperson,total_litres_of_pure_alcohol,0.412120278
North America,suicideper100th,total_litres_of_pure_alcohol,0.070027299
North America,employrate,total_litres_of_pure_alcohol,0.203446146
North America,urbanrate,total_litres_of_pure_alcohol,-0.14736952
North America,beer_servings,total_litres_of_pure_alcohol,0.612514367
North America,spirit_servings,total_litres_of_pure_alcohol,0.720399874
North America,wine_servings,total_litres_of_pure_alcohol,0.608532233
North America,total_litres_of_pure_alcohol,total_litres_of_pure_alcohol,1
North America,Happiness.Score,total_litres_of_pure_alcohol,0.267427464
North America,alcconsumption,Happiness.Score,0.440728731
North America,incomeperperson,Happiness.Score,0.607640748
North America,suicideper100th,Happiness.Score,0.321889933
North America,employrate,Happiness.Score,0.521737147
North America,urbanrate,Happiness.Score,0.327763102
North America,beer_servings,Happiness.Score,0.615340087
North America,spirit_servings,Happiness.Score,-0.286084912
North America,wine_servings,Happiness.Score,0.543250804
North America,total_litres_of_pure_alcohol,Happiness.Score,0.267427464
North America,Happiness.Score,Happiness.Score,1
Oceania,alcconsumption,alcconsumption,1
Oceania,incomeperperson,alcconsumption,0.746558133
Oceania,suicideper100th,alcconsumption,0.32455074
Oceania,employrate,alcconsumption,-0.018886654
Oceania,urbanrate,alcconsumption,0.732532076
Oceania,beer_servings,alcconsumption,0.886058834
Oceania,spirit_servings,alcconsumption,0.294880438
Oceania,wine_servings,alcconsumption,0.642958142
Oceania,total_litres_of_pure_alcohol,alcconsumption,0.844833189
Oceania,Happiness.Score,alcconsumption,-0.012977521
Oceania,alcconsumption,incomeperperson,0.746558133
Oceania,incomeperperson,incomeperperson,1
Oceania,suicideper100th,incomeperperson,0.391368443
Oceania,employrate,incomeperperson,-0.172514306
Oceania,urbanrate,incomeperperson,0.735110371
Oceania,beer_servings,incomeperperson,0.689165777
Oceania,spirit_servings,incomeperperson,0.217406136
Oceania,wine_servings,incomeperperson,0.944167364
Oceania,total_litres_of_pure_alcohol,incomeperperson,0.840142024
Oceania,Happiness.Score,incomeperperson,-0.296874715
Oceania,alcconsumption,suicideper100th,0.32455074
Oceania,incomeperperson,suicideper100th,0.391368443
Oceania,suicideper100th,suicideper100th,1
Oceania,employrate,suicideper100th,0.530070124
Oceania,urbanrate,suicideper100th,0.299965701
Oceania,beer_servings,suicideper100th,0.200222082
Oceania,spirit_servings,suicideper100th,-0.100459085
Oceania,wine_servings,suicideper100th,0.489897301
Oceania,total_litres_of_pure_alcohol,suicideper100th,0.297884085
Oceania,Happiness.Score,suicideper100th,0.25602491
Oceania,alcconsumption,employrate,-0.018886654
Oceania,incomeperperson,employrate,-0.172514306
Oceania,suicideper100th,employrate,0.530070124
Oceania,employrate,employrate,1
Oceania,urbanrate,employrate,-0.350611158
Oceania,beer_servings,employrate,-0.124113026
Oceania,spirit_servings,employrate,-0.009287939
Oceania,wine_servings,employrate,-0.086315802
Oceania,total_litres_of_pure_alcohol,employrate,-0.095798895
Oceania,Happiness.Score,employrate,0.23993774
Oceania,alcconsumption,urbanrate,0.732532076
Oceania,incomeperperson,urbanrate,0.735110371
Oceania,suicideper100th,urbanrate,0.299965701
Oceania,employrate,urbanrate,-0.350611158
Oceania,urbanrate,urbanrate,1
Oceania,beer_servings,urbanrate,0.628631917
Oceania,spirit_servings,urbanrate,0.179158457
Oceania,wine_servings,urbanrate,0.654540578
Oceania,total_litres_of_pure_alcohol,urbanrate,0.675980191
Oceania,Happiness.Score,urbanrate,-0.016054523
Oceania,alcconsumption,beer_servings,0.886058834
Oceania,incomeperperson,beer_servings,0.689165777
Oceania,suicideper100th,beer_servings,0.200222082
Oceania,employrate,beer_servings,-0.124113026
Oceania,urbanrate,beer_servings,0.628631917
Oceania,beer_servings,beer_servings,1
Oceania,spirit_servings,beer_servings,0.195295081
Oceania,wine_servings,beer_servings,0.56400206
Oceania,total_litres_of_pure_alcohol,beer_servings,0.827819222
Oceania,Happiness.Score,beer_servings,-0.109573138
Oceania,alcconsumption,spirit_servings,0.294880438
Oceania,incomeperperson,spirit_servings,0.217406136
Oceania,suicideper100th,spirit_servings,-0.100459085
Oceania,employrate,spirit_servings,-0.009287939
Oceania,urbanrate,spirit_servings,0.179158457
Oceania,beer_servings,spirit_servings,0.195295081
Oceania,spirit_servings,spirit_servings,1
Oceania,wine_servings,spirit_servings,0.286318067
Oceania,total_litres_of_pure_alcohol,spirit_servings,0.585910627
Oceania,Happiness.Score,spirit_servings,0.018126695
Oceania,alcconsumption,wine_servings,0.642958142
Oceania,incomeperperson,wine_servings,0.944167364
Oceania,suicideper100th,wine_servings,0.489897301
Oceania,employrate,wine_servings,-0.086315802
Oceania,urbanrate,wine_servings,0.654540578
Oceania,beer_servings,wine_servings,0.56400206
Oceania,spirit_servings,wine_servings,0.286318067
Oceania,wine_servings,wine_servings,1
Oceania,total_litres_of_pure_alcohol,wine_servings,0.830676878
Oceania,Happiness.Score,wine_servings,-0.104641968
Oceania,alcconsumption,total_litres_of_pure_alcohol,0.844833189
Oceania,incomeperperson,total_litres_of_pure_alcohol,0.840142024
Oceania,suicideper100th,total_litres_of_pure_alcohol,0.297884085
